Ano;"UF do Produto";"Código CGCE Nível 1";"Descrição CGCE Nível 1";"Valor FOB (US$)"
2009;Acre;1;"BENS DE CAPITAL (BK)";161395
2009;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";142119
2009;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";111305
2009;Amapá;1;"BENS DE CAPITAL (BK)";64195
2009;Sergipe;1;"BENS DE CAPITAL (BK)";58777
2009;Amazonas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";43792
2009;Piauí;1;"BENS DE CAPITAL (BK)";19269
2009;Paraíba;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";13361
2009;Roraima;1;"BENS DE CAPITAL (BK)";9456
2009;Tocantins;1;"BENS DE CAPITAL (BK)";8660
2009;Rondônia;1;"BENS DE CAPITAL (BK)";5669
2009;Goiás;4;"COMBUSTÍVEIS E LUBRIFICANTES";968
2009;Sergipe;4;"COMBUSTÍVEIS E LUBRIFICANTES";389
2009;Maranhão;1;"BENS DE CAPITAL (BK)";98
2008;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";25409045819
2008;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";21210008933
2008;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";14469489428
2008;"São Paulo";3;"BENS DE CONSUMO (BC)";12897415951
2008;"São Paulo";1;"BENS DE CAPITAL (BK)";12509116998
2008;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";10697501570
2008;Pará;2;"BENS INTERMEDIÁRIOS (BI)";10455376066
2008;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";9599105930
2008;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";8798636831
2008;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";6815142614
2008;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";6323113345
2008;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";6275492435
2008;Paraná;3;"BENS DE CONSUMO (BC)";4321139368
2008;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";4197341891
2008;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";4181464579
2008;"Santa Catarina";3;"BENS DE CONSUMO (BC)";3149766536
2008;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";2970401943
2008;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";2807593084
2008;"Minas Gerais";3;"BENS DE CONSUMO (BC)";2431683979
2008;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";2141987586
2008;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";1729207274
2008;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";1454781668
2008;"Mato Grosso do Sul";2;"BENS INTERMEDIÁRIOS (BI)";1405097048
2008;Paraná;1;"BENS DE CAPITAL (BK)";1263174290
2008;Goiás;3;"BENS DE CONSUMO (BC)";1082611387
2008;Amazonas;3;"BENS DE CONSUMO (BC)";1019911240
2008;"Mato Grosso";3;"BENS DE CONSUMO (BC)";991348440
2008;Bahia;3;"BENS DE CONSUMO (BC)";943392775
2008;"Santa Catarina";1;"BENS DE CAPITAL (BK)";930092525
2008;"Rio Grande do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";817485176
2008;Ceará;3;"BENS DE CONSUMO (BC)";784764811
2008;Paraná;4;"COMBUSTÍVEIS E LUBRIFICANTES";777335373
2008;"Mato Grosso do Sul";3;"BENS DE CONSUMO (BC)";677751099
2008;"Rio de Janeiro";3;"BENS DE CONSUMO (BC)";645610110
2008;"Minas Gerais";1;"BENS DE CAPITAL (BK)";585508633
2008;"Rio de Janeiro";1;"BENS DE CAPITAL (BK)";565077823
2008;Alagoas;2;"BENS INTERMEDIÁRIOS (BI)";560031169
2008;Ceará;2;"BENS INTERMEDIÁRIOS (BI)";458910495
2008;Pernambuco;2;"BENS INTERMEDIÁRIOS (BI)";414961212
2008;Pernambuco;3;"BENS DE CONSUMO (BC)";411850770
2008;Rondônia;3;"BENS DE CONSUMO (BC)";335722556
2008;"Rio Grande do Norte";3;"BENS DE CONSUMO (BC)";260368024
2008;Tocantins;2;"BENS INTERMEDIÁRIOS (BI)";247286448
2008;Rondônia;2;"BENS INTERMEDIÁRIOS (BI)";243678909
2008;Pará;3;"BENS DE CONSUMO (BC)";202620390
2008;"Espírito Santo";4;"COMBUSTÍVEIS E LUBRIFICANTES";201424764
2008;Alagoas;4;"COMBUSTÍVEIS E LUBRIFICANTES";186882216
2008;Amapá;2;"BENS INTERMEDIÁRIOS (BI)";182757476
2008;Amazonas;2;"BENS INTERMEDIÁRIOS (BI)";171104694
2008;Paraíba;3;"BENS DE CONSUMO (BC)";160814305
2008;"Minas Gerais";4;"COMBUSTÍVEIS E LUBRIFICANTES";154221683
2008;"Espírito Santo";3;"BENS DE CONSUMO (BC)";146813095
2008;Alagoas;3;"BENS DE CONSUMO (BC)";127244144
2008;Piauí;2;"BENS INTERMEDIÁRIOS (BI)";125529534
2008;"Distrito Federal";3;"BENS DE CONSUMO (BC)";122818196
2008;Pernambuco;4;"COMBUSTÍVEIS E LUBRIFICANTES";90514284
2008;Sergipe;3;"BENS DE CONSUMO (BC)";74692530
2008;"São Paulo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";67662293
2008;Paraíba;2;"BENS INTERMEDIÁRIOS (BI)";61088268
2008;Amazonas;4;"COMBUSTÍVEIS E LUBRIFICANTES";50950865
2008;Tocantins;3;"BENS DE CONSUMO (BC)";50368655
2008;"Rio Grande do Norte";4;"COMBUSTÍVEIS E LUBRIFICANTES";48453738
2008;"Rio Grande do Norte";2;"BENS INTERMEDIÁRIOS (BI)";37511350
2008;Sergipe;2;"BENS INTERMEDIÁRIOS (BI)";34679832
2008;Goiás;1;"BENS DE CAPITAL (BK)";28174830
2008;"Santa Catarina";4;"COMBUSTÍVEIS E LUBRIFICANTES";25837003
2008;Ceará;4;"COMBUSTÍVEIS E LUBRIFICANTES";23899743
2008;"Rio de Janeiro";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";23481086
2008;Acre;2;"BENS INTERMEDIÁRIOS (BI)";21831282
2008;"Distrito Federal";4;"COMBUSTÍVEIS E LUBRIFICANTES";21653787
2008;Maranhão;4;"COMBUSTÍVEIS E LUBRIFICANTES";21357367
2008;"Distrito Federal";2;"BENS INTERMEDIÁRIOS (BI)";18581631
2008;Amazonas;1;"BENS DE CAPITAL (BK)";16126743
2008;Pernambuco;1;"BENS DE CAPITAL (BK)";15884894
2008;Roraima;2;"BENS INTERMEDIÁRIOS (BI)";14791532
2008;Bahia;1;"BENS DE CAPITAL (BK)";11081296
2008;Piauí;3;"BENS DE CONSUMO (BC)";9840065
2008;Amapá;3;"BENS DE CONSUMO (BC)";9672193
2008;"Mato Grosso do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";7715576
2008;"Espírito Santo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";7256114
2008;Pará;1;"BENS DE CAPITAL (BK)";6092416
2008;Ceará;1;"BENS DE CAPITAL (BK)";5426308
2008;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";4752209
2008;Paraná;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4736371
2008;Pará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4081717
2008;Maranhão;3;"BENS DE CONSUMO (BC)";4065806
2008;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3962247
2008;"Espírito Santo";1;"BENS DE CAPITAL (BK)";3933267
2008;Bahia;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3784824
2008;"Rio Grande do Sul";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2914149
2008;Maranhão;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2713834
2008;Sergipe;4;"COMBUSTÍVEIS E LUBRIFICANTES";2199833
2008;Alagoas;1;"BENS DE CAPITAL (BK)";1892930
2008;Pará;4;"COMBUSTÍVEIS E LUBRIFICANTES";1738890
2008;Pernambuco;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1585462
2008;Piauí;4;"COMBUSTÍVEIS E LUBRIFICANTES";1507692
2008;Ceará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1385938
2008;"Minas Gerais";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1214068
2008;"Mato Grosso";1;"BENS DE CAPITAL (BK)";1203775
2008;"Distrito Federal";1;"BENS DE CAPITAL (BK)";1127551
2008;"Distrito Federal";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";955117
2008;"Mato Grosso do Sul";1;"BENS DE CAPITAL (BK)";913090
2008;Roraima;4;"COMBUSTÍVEIS E LUBRIFICANTES";746557
2008;"Rio Grande do Norte";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";715525
2008;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";503754
2008;Goiás;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";494923
2008;Maranhão;1;"BENS DE CAPITAL (BK)";245681
2008;Paraíba;1;"BENS DE CAPITAL (BK)";201827
2008;Rondônia;1;"BENS DE CAPITAL (BK)";113389
2008;Acre;4;"COMBUSTÍVEIS E LUBRIFICANTES";98099
2008;Rondônia;4;"COMBUSTÍVEIS E LUBRIFICANTES";96311
2008;Roraima;3;"BENS DE CONSUMO (BC)";67794
2008;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";66830
2008;Sergipe;1;"BENS DE CAPITAL (BK)";30142
2008;Tocantins;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";28837
2008;Acre;3;"BENS DE CONSUMO (BC)";21524
2008;Piauí;1;"BENS DE CAPITAL (BK)";21378
2008;Amazonas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";15801
2008;Amapá;1;"BENS DE CAPITAL (BK)";10363
2008;Sergipe;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4620
2008;Paraíba;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3590
2008;Acre;1;"BENS DE CAPITAL (BK)";758
2008;Goiás;4;"COMBUSTÍVEIS E LUBRIFICANTES";201
2008;Tocantins;1;"BENS DE CAPITAL (BK)";73
2007;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";23707011505
2007;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";15579776027
2007;"São Paulo";3;"BENS DE CONSUMO (BC)";12449501713
2007;"São Paulo";1;"BENS DE CAPITAL (BK)";10811833992
2007;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";9816717105
2007;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";9343760161
2007;Pará;2;"BENS INTERMEDIÁRIOS (BI)";7691050190
2007;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";7519618991
2007;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";6581430912
2007;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";5295642020
2007;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";4359315444
2007;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";4228945549
2007;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";3948730896
2007;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";3423888498
2007;Paraná;3;"BENS DE CONSUMO (BC)";3380838213
2007;"Santa Catarina";3;"BENS DE CONSUMO (BC)";2651038233
2007;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";2460025130
2007;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";2136103651
2007;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";2092766469
2007;"Minas Gerais";3;"BENS DE CONSUMO (BC)";2008400868
2007;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";1403567297
2007;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";1064336030
2007;Goiás;3;"BENS DE CONSUMO (BC)";1058139899
2007;Bahia;3;"BENS DE CONSUMO (BC)";1036698738
2007;"Mato Grosso do Sul";2;"BENS INTERMEDIÁRIOS (BI)";995532009
2007;"Mato Grosso";3;"BENS DE CONSUMO (BC)";912108095
2007;Paraná;1;"BENS DE CAPITAL (BK)";886903341
2007;Amazonas;3;"BENS DE CONSUMO (BC)";866355083
2007;"Rio de Janeiro";1;"BENS DE CAPITAL (BK)";842685930
2007;"Santa Catarina";1;"BENS DE CAPITAL (BK)";820867977
2007;"Rio Grande do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";716749165
2007;Ceará;3;"BENS DE CONSUMO (BC)";703802611
2007;"Minas Gerais";1;"BENS DE CAPITAL (BK)";612306228
2007;"Rio de Janeiro";3;"BENS DE CONSUMO (BC)";552896666
2007;Paraná;4;"COMBUSTÍVEIS E LUBRIFICANTES";527979063
2007;Pernambuco;2;"BENS INTERMEDIÁRIOS (BI)";443211955
2007;Ceará;2;"BENS INTERMEDIÁRIOS (BI)";413081048
2007;Alagoas;2;"BENS INTERMEDIÁRIOS (BI)";393552304
2007;Pernambuco;3;"BENS DE CONSUMO (BC)";350029554
2007;"Mato Grosso do Sul";3;"BENS DE CONSUMO (BC)";298339335
2007;"Rio Grande do Norte";3;"BENS DE CONSUMO (BC)";291561315
2007;Rondônia;2;"BENS INTERMEDIÁRIOS (BI)";231581761
2007;Rondônia;3;"BENS DE CONSUMO (BC)";223830722
2007;Pará;3;"BENS DE CONSUMO (BC)";197197477
2007;Amazonas;2;"BENS INTERMEDIÁRIOS (BI)";183893560
2007;Alagoas;4;"COMBUSTÍVEIS E LUBRIFICANTES";163132457
2007;"Espírito Santo";3;"BENS DE CONSUMO (BC)";145651734
2007;Paraíba;3;"BENS DE CONSUMO (BC)";127277480
2007;"Minas Gerais";4;"COMBUSTÍVEIS E LUBRIFICANTES";126488206
2007;Tocantins;2;"BENS INTERMEDIÁRIOS (BI)";122471789
2007;Amapá;2;"BENS INTERMEDIÁRIOS (BI)";120967711
2007;Alagoas;3;"BENS DE CONSUMO (BC)";106626965
2007;"Espírito Santo";4;"COMBUSTÍVEIS E LUBRIFICANTES";94639979
2007;Paraíba;2;"BENS INTERMEDIÁRIOS (BI)";94608534
2007;Sergipe;3;"BENS DE CONSUMO (BC)";90177085
2007;"Distrito Federal";3;"BENS DE CONSUMO (BC)";65744146
2007;Pernambuco;4;"COMBUSTÍVEIS E LUBRIFICANTES";63419436
2007;"Rio Grande do Norte";2;"BENS INTERMEDIÁRIOS (BI)";57440080
2007;"São Paulo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";56377248
2007;Sergipe;2;"BENS INTERMEDIÁRIOS (BI)";53849278
2007;Piauí;2;"BENS INTERMEDIÁRIOS (BI)";47163643
2007;Tocantins;3;"BENS DE CONSUMO (BC)";32495996
2007;"Rio Grande do Norte";4;"COMBUSTÍVEIS E LUBRIFICANTES";30085051
2007;Amazonas;1;"BENS DE CAPITAL (BK)";25165967
2007;Ceará;4;"COMBUSTÍVEIS E LUBRIFICANTES";23477162
2007;Goiás;1;"BENS DE CAPITAL (BK)";23342404
2007;Amazonas;4;"COMBUSTÍVEIS E LUBRIFICANTES";22583877
2007;"Rio de Janeiro";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";17715314
2007;Acre;2;"BENS INTERMEDIÁRIOS (BI)";17290791
2007;Roraima;2;"BENS INTERMEDIÁRIOS (BI)";16263167
2007;Maranhão;4;"COMBUSTÍVEIS E LUBRIFICANTES";15573711
2007;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";13206084
2007;Pará;1;"BENS DE CAPITAL (BK)";13123039
2007;Pernambuco;1;"BENS DE CAPITAL (BK)";10811826
2007;Piauí;3;"BENS DE CONSUMO (BC)";9475445
2007;"Distrito Federal";2;"BENS INTERMEDIÁRIOS (BI)";8697725
2007;Amapá;3;"BENS DE CONSUMO (BC)";6987834
2007;Bahia;1;"BENS DE CAPITAL (BK)";6386904
2007;Goiás;4;"COMBUSTÍVEIS E LUBRIFICANTES";6380669
2007;"Espírito Santo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";6138374
2007;"Distrito Federal";4;"COMBUSTÍVEIS E LUBRIFICANTES";5168187
2007;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4266409
2007;Ceará;1;"BENS DE CAPITAL (BK)";4239304
2007;Pará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4119053
2007;Paraná;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4076049
2007;Bahia;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2803276
2007;"Santa Catarina";4;"COMBUSTÍVEIS E LUBRIFICANTES";2650133
2007;"Rio Grande do Sul";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2424934
2007;Maranhão;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2282455
2007;"Espírito Santo";1;"BENS DE CAPITAL (BK)";2277144
2007;"Mato Grosso do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";1963109
2007;Pernambuco;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1308495
2007;Pará;4;"COMBUSTÍVEIS E LUBRIFICANTES";1262831
2007;"Distrito Federal";1;"BENS DE CAPITAL (BK)";1197431
2007;Ceará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1024973
2007;"Mato Grosso";1;"BENS DE CAPITAL (BK)";984743
2007;"Rio Grande do Norte";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";511795
2007;Maranhão;3;"BENS DE CONSUMO (BC)";411070
2007;"Mato Grosso do Sul";1;"BENS DE CAPITAL (BK)";373557
2007;Acre;3;"BENS DE CONSUMO (BC)";312977
2007;"Distrito Federal";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";284797
2007;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";279791
2007;Paraíba;1;"BENS DE CAPITAL (BK)";258065
2007;"Minas Gerais";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";253828
2007;Sergipe;4;"COMBUSTÍVEIS E LUBRIFICANTES";187435
2007;Acre;4;"COMBUSTÍVEIS E LUBRIFICANTES";140986
2007;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";110904
2007;Rondônia;1;"BENS DE CAPITAL (BK)";92084
2007;Alagoas;1;"BENS DE CAPITAL (BK)";70000
2007;Sergipe;1;"BENS DE CAPITAL (BK)";40018
2007;Maranhão;1;"BENS DE CAPITAL (BK)";28843
2007;Roraima;1;"BENS DE CAPITAL (BK)";9215
2007;Amazonas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";8830
2007;Piauí;1;"BENS DE CAPITAL (BK)";5971
2007;Paraíba;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4913
2007;"Mato Grosso";4;"COMBUSTÍVEIS E LUBRIFICANTES";4906
2007;Amapá;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3401
2007;Sergipe;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3377
2007;Tocantins;1;"BENS DE CAPITAL (BK)";2629
2007;Roraima;3;"BENS DE CONSUMO (BC)";176
2006;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";21812105684
2006;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";13272466567
2006;"São Paulo";3;"BENS DE CONSUMO (BC)";11691472628
2006;"São Paulo";1;"BENS DE CAPITAL (BK)";8869955838
2006;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";8142992594
2006;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";7059157087
2006;Pará;2;"BENS INTERMEDIÁRIOS (BI)";6510770618
2006;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";6413678496
2006;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";6364052760
2006;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";4437933026
2006;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";3590440375
2006;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";3437215323
2006;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";3344807264
2006;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";3137476051
2006;Paraná;3;"BENS DE CONSUMO (BC)";2453115337
2006;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";2322647062
2006;"Santa Catarina";3;"BENS DE CONSUMO (BC)";1999730362
2006;"Minas Gerais";3;"BENS DE CONSUMO (BC)";1733562336
2006;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";1694558353
2006;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";1306283590
2006;Amazonas;3;"BENS DE CONSUMO (BC)";1265778220
2006;Bahia;3;"BENS DE CONSUMO (BC)";1175272278
2006;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";1143733054
2006;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";1053045339
2006;"Mato Grosso do Sul";2;"BENS INTERMEDIÁRIOS (BI)";796818628
2006;Goiás;3;"BENS DE CONSUMO (BC)";767263742
2006;"Mato Grosso";3;"BENS DE CONSUMO (BC)";735163154
2006;Paraná;1;"BENS DE CAPITAL (BK)";701981374
2006;"Santa Catarina";1;"BENS DE CAPITAL (BK)";645148107
2006;Ceará;3;"BENS DE CONSUMO (BC)";570035285
2006;"Minas Gerais";1;"BENS DE CAPITAL (BK)";561730604
2006;"Rio de Janeiro";3;"BENS DE CONSUMO (BC)";537828375
2006;Alagoas;2;"BENS INTERMEDIÁRIOS (BI)";514425714
2006;"Rio Grande do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";457949792
2006;"Rio de Janeiro";1;"BENS DE CAPITAL (BK)";408002125
2006;Paraná;4;"COMBUSTÍVEIS E LUBRIFICANTES";406594827
2006;Pernambuco;2;"BENS INTERMEDIÁRIOS (BI)";403321540
2006;Ceará;2;"BENS INTERMEDIÁRIOS (BI)";359306575
2006;Pernambuco;3;"BENS DE CONSUMO (BC)";296037648
2006;"Rio Grande do Norte";3;"BENS DE CONSUMO (BC)";262214407
2006;"Mato Grosso do Sul";3;"BENS DE CONSUMO (BC)";202201646
2006;Pará;3;"BENS DE CONSUMO (BC)";190144821
2006;Amazonas;2;"BENS INTERMEDIÁRIOS (BI)";183342114
2006;Rondônia;2;"BENS INTERMEDIÁRIOS (BI)";180331203
2006;Tocantins;2;"BENS INTERMEDIÁRIOS (BI)";148635247
2006;"Espírito Santo";3;"BENS DE CONSUMO (BC)";134471414
2006;Rondônia;3;"BENS DE CONSUMO (BC)";125681589
2006;Amapá;2;"BENS INTERMEDIÁRIOS (BI)";124244399
2006;Alagoas;4;"COMBUSTÍVEIS E LUBRIFICANTES";117620371
2006;"Espírito Santo";1;"BENS DE CAPITAL (BK)";113427523
2006;Paraíba;3;"BENS DE CONSUMO (BC)";100509589
2006;Paraíba;2;"BENS INTERMEDIÁRIOS (BI)";98310798
2006;"Espírito Santo";4;"COMBUSTÍVEIS E LUBRIFICANTES";83590034
2006;Pernambuco;4;"COMBUSTÍVEIS E LUBRIFICANTES";67012995
2006;"Minas Gerais";4;"COMBUSTÍVEIS E LUBRIFICANTES";66337268
2006;"Rio Grande do Norte";4;"COMBUSTÍVEIS E LUBRIFICANTES";65685073
2006;Alagoas;3;"BENS DE CONSUMO (BC)";60047504
2006;Amazonas;1;"BENS DE CAPITAL (BK)";57829411
2006;Sergipe;3;"BENS DE CONSUMO (BC)";55787250
2006;Tocantins;3;"BENS DE CONSUMO (BC)";54825398
2006;"São Paulo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";51854660
2006;"Distrito Federal";3;"BENS DE CONSUMO (BC)";49592807
2006;"Rio Grande do Norte";2;"BENS INTERMEDIÁRIOS (BI)";42754491
2006;Piauí;2;"BENS INTERMEDIÁRIOS (BI)";34754364
2006;Sergipe;2;"BENS INTERMEDIÁRIOS (BI)";23012670
2006;Ceará;4;"COMBUSTÍVEIS E LUBRIFICANTES";20476969
2006;"Rio de Janeiro";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";17058090
2006;Acre;2;"BENS INTERMEDIÁRIOS (BI)";16319172
2006;Goiás;1;"BENS DE CAPITAL (BK)";15708700
2006;Roraima;2;"BENS INTERMEDIÁRIOS (BI)";15327961
2006;"Distrito Federal";2;"BENS INTERMEDIÁRIOS (BI)";14130616
2006;Piauí;3;"BENS DE CONSUMO (BC)";12359902
2006;Pernambuco;1;"BENS DE CAPITAL (BK)";11771915
2006;Maranhão;4;"COMBUSTÍVEIS E LUBRIFICANTES";10763740
2006;Amazonas;4;"COMBUSTÍVEIS E LUBRIFICANTES";9780621
2006;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";9596175
2006;Bahia;1;"BENS DE CAPITAL (BK)";7302071
2006;Ceará;1;"BENS DE CAPITAL (BK)";5039048
2006;"Espírito Santo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4885814
2006;"Mato Grosso do Sul";1;"BENS DE CAPITAL (BK)";4186217
2006;Amapá;3;"BENS DE CONSUMO (BC)";3717604
2006;Paraná;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3252560
2006;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3215847
2006;"Mato Grosso";4;"COMBUSTÍVEIS E LUBRIFICANTES";3195611
2006;Pará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2904562
2006;Maranhão;3;"BENS DE CONSUMO (BC)";2502450
2006;Bahia;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2371558
2006;Pernambuco;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1931534
2006;"Rio Grande do Sul";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1929019
2006;Rondônia;4;"COMBUSTÍVEIS E LUBRIFICANTES";1395906
2006;Pará;4;"COMBUSTÍVEIS E LUBRIFICANTES";1394818
2006;Acre;1;"BENS DE CAPITAL (BK)";1299386
2006;Maranhão;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1214511
2006;"Distrito Federal";1;"BENS DE CAPITAL (BK)";1023835
2006;"Santa Catarina";4;"COMBUSTÍVEIS E LUBRIFICANTES";1005182
2006;Ceará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";955236
2006;"Distrito Federal";4;"COMBUSTÍVEIS E LUBRIFICANTES";912723
2006;"Mato Grosso do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";771667
2006;"Mato Grosso";1;"BENS DE CAPITAL (BK)";649554
2006;Pará;1;"BENS DE CAPITAL (BK)";585308
2006;"Rio Grande do Norte";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";458307
2006;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";364785
2006;Alagoas;1;"BENS DE CAPITAL (BK)";292147
2006;Acre;3;"BENS DE CONSUMO (BC)";177411
2006;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";156626
2006;Paraíba;1;"BENS DE CAPITAL (BK)";154697
2006;Sergipe;4;"COMBUSTÍVEIS E LUBRIFICANTES";91491
2006;"Minas Gerais";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";58387
2006;Sergipe;1;"BENS DE CAPITAL (BK)";47762
2006;Roraima;3;"BENS DE CONSUMO (BC)";29946
2006;Paraíba;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";17828
2006;Amapá;1;"BENS DE CAPITAL (BK)";17021
2006;Maranhão;1;"BENS DE CAPITAL (BK)";15800
