Ano;"UF do Produto";"Código CGCE Nível 1";"Descrição CGCE Nível 1";"Valor FOB (US$)"
2012;Tocantins;1;"BENS DE CAPITAL (BK)";502590
2012;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";309042
2012;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";305533
2012;"Distrito Federal";1;"BENS DE CAPITAL (BK)";199924
2012;Amazonas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";162800
2012;Goiás;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";156810
2012;Amapá;4;"COMBUSTÍVEIS E LUBRIFICANTES";151348
2012;Rondônia;1;"BENS DE CAPITAL (BK)";126643
2012;Tocantins;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";124294
2012;Paraíba;1;"BENS DE CAPITAL (BK)";117336
2012;Roraima;3;"BENS DE CONSUMO (BC)";109778
2012;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";92023
2012;Acre;3;"BENS DE CONSUMO (BC)";72325
2012;Roraima;1;"BENS DE CAPITAL (BK)";62169
2012;Acre;1;"BENS DE CAPITAL (BK)";25939
2012;Sergipe;4;"COMBUSTÍVEIS E LUBRIFICANTES";9900
2012;Goiás;4;"COMBUSTÍVEIS E LUBRIFICANTES";8483
2012;"Mato Grosso";4;"COMBUSTÍVEIS E LUBRIFICANTES";8001
2012;Maranhão;1;"BENS DE CAPITAL (BK)";3401
2012;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";2222
2012;Piauí;1;"BENS DE CAPITAL (BK)";334
2011;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";38631577349
2011;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";30952987660
2011;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";21862197172
2011;Pará;2;"BENS INTERMEDIÁRIOS (BI)";17896706661
2011;"São Paulo";3;"BENS DE CONSUMO (BC)";13306212761
2011;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";13300281545
2011;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";12899625835
2011;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";11430316465
2011;"São Paulo";1;"BENS DE CAPITAL (BK)";11366585066
2011;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";9715408280
2011;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";8150424758
2011;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";4623957551
2011;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";4234412100
2011;Paraná;3;"BENS DE CONSUMO (BC)";4155394189
2011;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";4113759161
2011;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";3987602282
2011;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";3568584142
2011;"Santa Catarina";3;"BENS DE CONSUMO (BC)";3328008050
2011;"Mato Grosso do Sul";2;"BENS INTERMEDIÁRIOS (BI)";3046721184
2011;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";2988673555
2011;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";2067389941
2011;"Minas Gerais";3;"BENS DE CONSUMO (BC)";1883141122
2011;"Espírito Santo";4;"COMBUSTÍVEIS E LUBRIFICANTES";1707982211
2011;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";1671180236
2011;"Mato Grosso";3;"BENS DE CONSUMO (BC)";1370575325
2011;Goiás;3;"BENS DE CONSUMO (BC)";1276268966
2011;Alagoas;2;"BENS INTERMEDIÁRIOS (BI)";1214425451
2011;"Santa Catarina";1;"BENS DE CAPITAL (BK)";994374177
2011;Paraná;1;"BENS DE CAPITAL (BK)";898221555
2011;"Rio de Janeiro";3;"BENS DE CONSUMO (BC)";848334465
2011;Ceará;3;"BENS DE CONSUMO (BC)";803969117
2011;Paraná;4;"COMBUSTÍVEIS E LUBRIFICANTES";801083896
2011;"Mato Grosso do Sul";3;"BENS DE CONSUMO (BC)";771719304
2011;"Rio de Janeiro";1;"BENS DE CAPITAL (BK)";742923365
2011;"Minas Gerais";1;"BENS DE CAPITAL (BK)";719208076
2011;Bahia;3;"BENS DE CONSUMO (BC)";703642527
2011;Pernambuco;2;"BENS INTERMEDIÁRIOS (BI)";614558924
2011;Amazonas;3;"BENS DE CONSUMO (BC)";609227878
2011;Amapá;2;"BENS INTERMEDIÁRIOS (BI)";593922427
2011;Ceará;2;"BENS INTERMEDIÁRIOS (BI)";460763029
2011;Pernambuco;3;"BENS DE CONSUMO (BC)";419505112
2011;Pará;3;"BENS DE CONSUMO (BC)";401885975
2011;"Rio Grande do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";398504230
2011;Tocantins;2;"BENS INTERMEDIÁRIOS (BI)";358443631
2011;Rondônia;2;"BENS INTERMEDIÁRIOS (BI)";263741281
2011;Rondônia;3;"BENS DE CONSUMO (BC)";208029420
2011;"Espírito Santo";3;"BENS DE CONSUMO (BC)";199972323
2011;"Rio Grande do Norte";3;"BENS DE CONSUMO (BC)";191272168
2011;Amazonas;2;"BENS INTERMEDIÁRIOS (BI)";185945293
2011;Goiás;4;"COMBUSTÍVEIS E LUBRIFICANTES";163060456
2011;Piauí;2;"BENS INTERMEDIÁRIOS (BI)";151558011
2011;Pernambuco;4;"COMBUSTÍVEIS E LUBRIFICANTES";143921328
2011;Tocantins;3;"BENS DE CONSUMO (BC)";127630453
2011;Paraíba;3;"BENS DE CONSUMO (BC)";126289712
2011;Ceará;4;"COMBUSTÍVEIS E LUBRIFICANTES";120869303
2011;Sergipe;3;"BENS DE CONSUMO (BC)";115659358
2011;"Minas Gerais";4;"COMBUSTÍVEIS E LUBRIFICANTES";102295208
2011;Alagoas;4;"COMBUSTÍVEIS E LUBRIFICANTES";102059801
2011;"Distrito Federal";3;"BENS DE CONSUMO (BC)";97904707
2011;Paraíba;2;"BENS INTERMEDIÁRIOS (BI)";89624968
2011;"São Paulo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";82748164
2011;Alagoas;3;"BENS DE CONSUMO (BC)";53946260
2011;"Rio Grande do Norte";2;"BENS INTERMEDIÁRIOS (BI)";53032013
2011;Maranhão;4;"COMBUSTÍVEIS E LUBRIFICANTES";48818310
2011;Amazonas;4;"COMBUSTÍVEIS E LUBRIFICANTES";48727887
2011;Amazonas;1;"BENS DE CAPITAL (BK)";46613093
2011;"Distrito Federal";4;"COMBUSTÍVEIS E LUBRIFICANTES";46390803
2011;Goiás;1;"BENS DE CAPITAL (BK)";38776296
2011;"Distrito Federal";2;"BENS INTERMEDIÁRIOS (BI)";35464536
2011;"Rio Grande do Norte";4;"COMBUSTÍVEIS E LUBRIFICANTES";31703788
2011;Pará;4;"COMBUSTÍVEIS E LUBRIFICANTES";31631947
2011;"Rio de Janeiro";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";27864703
2011;Sergipe;2;"BENS INTERMEDIÁRIOS (BI)";21227717
2011;"Santa Catarina";4;"COMBUSTÍVEIS E LUBRIFICANTES";20910984
2011;Pernambuco;1;"BENS DE CAPITAL (BK)";16963391
2011;Acre;2;"BENS INTERMEDIÁRIOS (BI)";16672958
2011;Piauí;3;"BENS DE CONSUMO (BC)";12653021
2011;Roraima;2;"BENS INTERMEDIÁRIOS (BI)";12487655
2011;"Mato Grosso do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";11925245
2011;Bahia;1;"BENS DE CAPITAL (BK)";10014381
2011;Rondônia;4;"COMBUSTÍVEIS E LUBRIFICANTES";9945411
2011;"Mato Grosso do Sul";1;"BENS DE CAPITAL (BK)";9151124
2011;Amapá;3;"BENS DE CONSUMO (BC)";8808762
2011;"Espírito Santo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";8652344
2011;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";8482017
2011;Ceará;1;"BENS DE CAPITAL (BK)";7740554
2011;Ceará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";7546734
2011;Maranhão;3;"BENS DE CONSUMO (BC)";5736073
2011;"Mato Grosso";1;"BENS DE CAPITAL (BK)";5112763
2011;Bahia;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4548394
2011;Paraná;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4525697
2011;Pará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4487833
2011;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";4044273
2011;"Rio Grande do Sul";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3840505
2011;Maranhão;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3309370
2011;"Espírito Santo";1;"BENS DE CAPITAL (BK)";2931641
2011;"Distrito Federal";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2815597
2011;Roraima;4;"COMBUSTÍVEIS E LUBRIFICANTES";2458003
2011;"Minas Gerais";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1796478
2011;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1553916
2011;Pernambuco;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";902166
2011;"Distrito Federal";1;"BENS DE CAPITAL (BK)";750646
2011;Alagoas;1;"BENS DE CAPITAL (BK)";721813
2011;"Rio Grande do Norte";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";651689
2011;Pará;1;"BENS DE CAPITAL (BK)";643715
2011;Acre;3;"BENS DE CONSUMO (BC)";214113
2011;Amazonas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";211211
2011;Paraíba;1;"BENS DE CAPITAL (BK)";209449
2011;Sergipe;1;"BENS DE CAPITAL (BK)";183223
2011;Roraima;3;"BENS DE CONSUMO (BC)";141326
2011;Rondônia;1;"BENS DE CAPITAL (BK)";86667
2011;Acre;1;"BENS DE CAPITAL (BK)";86043
2011;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";35175
2011;Piauí;1;"BENS DE CAPITAL (BK)";17880
2011;Roraima;1;"BENS DE CAPITAL (BK)";11201
2011;Sergipe;4;"COMBUSTÍVEIS E LUBRIFICANTES";10468
2011;Acre;4;"COMBUSTÍVEIS E LUBRIFICANTES";3171
2011;Paraíba;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3101
2011;Maranhão;1;"BENS DE CAPITAL (BK)";1072
2011;Goiás;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";160
2011;Tocantins;1;"BENS DE CAPITAL (BK)";88
2010;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";28351624831
2010;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";26407050825
2010;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";16398296367
2010;Pará;2;"BENS INTERMEDIÁRIOS (BI)";12515163717
2010;"São Paulo";3;"BENS DE CONSUMO (BC)";12507699542
2010;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";10163583451
2010;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";10110127371
2010;"São Paulo";1;"BENS DE CAPITAL (BK)";9771205445
2010;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";8856555413
2010;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";7407684148
2010;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";6639269844
2010;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";3852299765
2010;Paraná;3;"BENS DE CONSUMO (BC)";3827745258
2010;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";3383029546
2010;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";2948814655
2010;"Santa Catarina";3;"BENS DE CONSUMO (BC)";2902171243
2010;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";2870361939
2010;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";2867442556
2010;"Mato Grosso do Sul";2;"BENS INTERMEDIÁRIOS (BI)";2112380541
2010;"Minas Gerais";3;"BENS DE CONSUMO (BC)";2038580824
2010;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";1912332451
2010;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";1446501306
2010;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";1241526849
2010;"Espírito Santo";4;"COMBUSTÍVEIS E LUBRIFICANTES";1050636940
2010;"Mato Grosso";3;"BENS DE CONSUMO (BC)";1049598217
2010;Goiás;3;"BENS DE CONSUMO (BC)";1040290528
2010;Amazonas;3;"BENS DE CONSUMO (BC)";855466995
2010;Ceará;3;"BENS DE CONSUMO (BC)";838921322
2010;Alagoas;2;"BENS INTERMEDIÁRIOS (BI)";828027688
2010;Paraná;1;"BENS DE CAPITAL (BK)";790458142
2010;"Mato Grosso do Sul";3;"BENS DE CONSUMO (BC)";766288974
2010;"Santa Catarina";1;"BENS DE CAPITAL (BK)";765160771
2010;Bahia;3;"BENS DE CONSUMO (BC)";751616486
2010;"Rio de Janeiro";3;"BENS DE CONSUMO (BC)";690110909
2010;Pernambuco;2;"BENS INTERMEDIÁRIOS (BI)";658617884
2010;"Minas Gerais";1;"BENS DE CAPITAL (BK)";639048647
2010;"Rio Grande do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";566754438
2010;Paraná;4;"COMBUSTÍVEIS E LUBRIFICANTES";557157290
2010;"Rio de Janeiro";1;"BENS DE CAPITAL (BK)";410954811
2010;Pernambuco;3;"BENS DE CONSUMO (BC)";382318470
2010;Ceará;2;"BENS INTERMEDIÁRIOS (BI)";367928065
2010;Amapá;2;"BENS INTERMEDIÁRIOS (BI)";342438503
2010;Pará;3;"BENS DE CONSUMO (BC)";278923077
2010;Tocantins;2;"BENS INTERMEDIÁRIOS (BI)";261031708
2010;Rondônia;2;"BENS INTERMEDIÁRIOS (BI)";224485793
2010;"Rio Grande do Norte";3;"BENS DE CONSUMO (BC)";210520326
2010;Rondônia;3;"BENS DE CONSUMO (BC)";200154900
2010;"Espírito Santo";3;"BENS DE CONSUMO (BC)";155277130
2010;Paraíba;3;"BENS DE CONSUMO (BC)";155078057
2010;Amazonas;2;"BENS INTERMEDIÁRIOS (BI)";138532572
2010;"Minas Gerais";4;"COMBUSTÍVEIS E LUBRIFICANTES";134097812
2010;Piauí;2;"BENS INTERMEDIÁRIOS (BI)";117272027
2010;"Distrito Federal";3;"BENS DE CONSUMO (BC)";112195075
2010;Tocantins;3;"BENS DE CONSUMO (BC)";82877645
2010;Alagoas;3;"BENS DE CONSUMO (BC)";72059019
2010;"São Paulo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";71429400
2010;Alagoas;4;"COMBUSTÍVEIS E LUBRIFICANTES";69664203
2010;Sergipe;3;"BENS DE CONSUMO (BC)";68050885
2010;Amazonas;1;"BENS DE CAPITAL (BK)";62855721
2010;Pernambuco;4;"COMBUSTÍVEIS E LUBRIFICANTES";58377760
2010;Paraíba;2;"BENS INTERMEDIÁRIOS (BI)";58200757
2010;Ceará;4;"COMBUSTÍVEIS E LUBRIFICANTES";53554574
2010;"Rio Grande do Norte";2;"BENS INTERMEDIÁRIOS (BI)";52043856
2010;Amazonas;4;"COMBUSTÍVEIS E LUBRIFICANTES";46937963
2010;Maranhão;4;"COMBUSTÍVEIS E LUBRIFICANTES";44052236
2010;Goiás;1;"BENS DE CAPITAL (BK)";39132695
2010;"Santa Catarina";4;"COMBUSTÍVEIS E LUBRIFICANTES";32832936
2010;Pará;1;"BENS DE CAPITAL (BK)";32162749
2010;"Rio de Janeiro";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";26492851
2010;"Distrito Federal";4;"COMBUSTÍVEIS E LUBRIFICANTES";21072392
2010;"Rio Grande do Norte";4;"COMBUSTÍVEIS E LUBRIFICANTES";20829385
2010;Acre;2;"BENS INTERMEDIÁRIOS (BI)";19640961
2010;Bahia;1;"BENS DE CAPITAL (BK)";16395027
2010;"Distrito Federal";2;"BENS INTERMEDIÁRIOS (BI)";16357266
2010;Goiás;4;"COMBUSTÍVEIS E LUBRIFICANTES";12982912
2010;Piauí;3;"BENS DE CONSUMO (BC)";11898981
2010;Sergipe;2;"BENS INTERMEDIÁRIOS (BI)";9485125
2010;Amapá;3;"BENS DE CONSUMO (BC)";8105011
2010;Pernambuco;1;"BENS DE CAPITAL (BK)";7624766
2010;"Espírito Santo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";7365797
2010;Roraima;2;"BENS INTERMEDIÁRIOS (BI)";6970359
2010;"Mato Grosso do Sul";1;"BENS DE CAPITAL (BK)";6001236
2010;Maranhão;3;"BENS DE CONSUMO (BC)";5362660
2010;Ceará;1;"BENS DE CAPITAL (BK)";5105141
2010;Pará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4577128
2010;"Mato Grosso do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";4300815
2010;Roraima;4;"COMBUSTÍVEIS E LUBRIFICANTES";4152159
2010;Paraná;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4077672
2010;Bahia;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3628279
2010;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";3570607
2010;Maranhão;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2637061
2010;Pará;4;"COMBUSTÍVEIS E LUBRIFICANTES";2316275
2010;"Minas Gerais";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2141413
2010;"Rio Grande do Sul";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2119485
2010;"Espírito Santo";1;"BENS DE CAPITAL (BK)";2018390
2010;Ceará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1903066
2010;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1805556
2010;"Distrito Federal";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1783245
2010;"Mato Grosso";1;"BENS DE CAPITAL (BK)";1653263
2010;Pernambuco;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1275906
2010;Acre;3;"BENS DE CONSUMO (BC)";1041568
2010;Alagoas;1;"BENS DE CAPITAL (BK)";834685
2010;"Distrito Federal";1;"BENS DE CAPITAL (BK)";824178
2010;Sergipe;1;"BENS DE CAPITAL (BK)";639542
2010;"Rio Grande do Norte";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";604708
2010;Roraima;3;"BENS DE CONSUMO (BC)";180263
2010;Rondônia;1;"BENS DE CAPITAL (BK)";143902
2010;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";128199
2010;Amazonas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";74673
2010;Acre;1;"BENS DE CAPITAL (BK)";51756
2010;Paraíba;1;"BENS DE CAPITAL (BK)";51447
2010;Tocantins;1;"BENS DE CAPITAL (BK)";13523
2010;Sergipe;4;"COMBUSTÍVEIS E LUBRIFICANTES";12499
2010;Paraíba;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";10061
2010;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";9071
2010;Piauí;1;"BENS DE CAPITAL (BK)";4157
2010;Roraima;1;"BENS DE CAPITAL (BK)";2272
2010;"Mato Grosso";4;"COMBUSTÍVEIS E LUBRIFICANTES";1567
2010;Maranhão;1;"BENS DE CAPITAL (BK)";764
2010;Goiás;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";154
2009;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";20587877761
2009;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";17154833544
2009;"São Paulo";3;"BENS DE CONSUMO (BC)";10632973638
2009;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";10288340279
2009;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";9060290650
2009;Pará;2;"BENS INTERMEDIÁRIOS (BI)";8134140922
2009;"São Paulo";1;"BENS DE CAPITAL (BK)";7745267093
2009;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";7628330891
2009;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";7000177936
2009;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";5662124407
2009;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";5506719444
2009;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";3279501465
2009;Paraná;3;"BENS DE CONSUMO (BC)";3120974146
2009;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";3113210354
2009;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";2827054098
2009;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";2735313273
2009;"Santa Catarina";3;"BENS DE CONSUMO (BC)";2601129935
2009;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";1874618362
2009;"Rio Grande do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";1841727579
2009;"Minas Gerais";3;"BENS DE CONSUMO (BC)";1775912042
2009;"Mato Grosso do Sul";2;"BENS INTERMEDIÁRIOS (BI)";1241705617
2009;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";1202585771
2009;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";1017002316
2009;Goiás;3;"BENS DE CONSUMO (BC)";861580967
2009;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";846650187
2009;"Mato Grosso";3;"BENS DE CONSUMO (BC)";790374332
2009;Ceará;3;"BENS DE CONSUMO (BC)";726237995
2009;Amazonas;3;"BENS DE CONSUMO (BC)";725238861
2009;"Santa Catarina";1;"BENS DE CAPITAL (BK)";682287490
2009;"Mato Grosso do Sul";3;"BENS DE CONSUMO (BC)";635877315
2009;Bahia;3;"BENS DE CONSUMO (BC)";606846776
2009;Alagoas;2;"BENS INTERMEDIÁRIOS (BI)";605922315
2009;"Rio de Janeiro";3;"BENS DE CONSUMO (BC)";599035421
2009;Paraná;1;"BENS DE CAPITAL (BK)";502390212
2009;Paraná;4;"COMBUSTÍVEIS E LUBRIFICANTES";498152883
2009;Pernambuco;2;"BENS INTERMEDIÁRIOS (BI)";438145898
2009;"Minas Gerais";1;"BENS DE CAPITAL (BK)";430975861
2009;"Rio de Janeiro";1;"BENS DE CAPITAL (BK)";378110189
2009;Pernambuco;3;"BENS DE CONSUMO (BC)";308257785
2009;Ceará;2;"BENS INTERMEDIÁRIOS (BI)";305447908
2009;Rondônia;2;"BENS INTERMEDIÁRIOS (BI)";236737183
2009;Tocantins;2;"BENS INTERMEDIÁRIOS (BI)";215442771
2009;"Rio Grande do Norte";3;"BENS DE CONSUMO (BC)";209313700
2009;Pará;3;"BENS DE CONSUMO (BC)";201317490
2009;Amapá;2;"BENS INTERMEDIÁRIOS (BI)";172034830
2009;"Espírito Santo";4;"COMBUSTÍVEIS E LUBRIFICANTES";164511646
2009;Piauí;2;"BENS INTERMEDIÁRIOS (BI)";157076969
2009;Rondônia;3;"BENS DE CONSUMO (BC)";153967607
2009;"Espírito Santo";3;"BENS DE CONSUMO (BC)";149655292
2009;Paraíba;3;"BENS DE CONSUMO (BC)";126887102
2009;Alagoas;4;"COMBUSTÍVEIS E LUBRIFICANTES";116144338
2009;"Minas Gerais";4;"COMBUSTÍVEIS E LUBRIFICANTES";112382194
2009;Alagoas;3;"BENS DE CONSUMO (BC)";101431365
2009;Amazonas;2;"BENS INTERMEDIÁRIOS (BI)";95722610
2009;"Distrito Federal";3;"BENS DE CONSUMO (BC)";93843683
2009;Tocantins;3;"BENS DE CONSUMO (BC)";64655367
2009;"São Paulo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";63821897
2009;Pernambuco;4;"COMBUSTÍVEIS E LUBRIFICANTES";57256399
2009;Sergipe;3;"BENS DE CONSUMO (BC)";47451090
2009;Amazonas;4;"COMBUSTÍVEIS E LUBRIFICANTES";40083540
2009;"Rio Grande do Norte";2;"BENS INTERMEDIÁRIOS (BI)";36076944
2009;Paraíba;2;"BENS INTERMEDIÁRIOS (BI)";27988516
2009;Ceará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";25589497
2009;"Rio de Janeiro";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";22709262
2009;"Distrito Federal";2;"BENS INTERMEDIÁRIOS (BI)";20791837
2009;Maranhão;4;"COMBUSTÍVEIS E LUBRIFICANTES";20545340
2009;Ceará;4;"COMBUSTÍVEIS E LUBRIFICANTES";17383061
2009;Acre;2;"BENS INTERMEDIÁRIOS (BI)";14547332
2009;Sergipe;2;"BENS INTERMEDIÁRIOS (BI)";13153568
2009;"Distrito Federal";4;"COMBUSTÍVEIS E LUBRIFICANTES";12830505
2009;Goiás;1;"BENS DE CAPITAL (BK)";11993672
2009;"Rio Grande do Norte";4;"COMBUSTÍVEIS E LUBRIFICANTES";10807163
2009;Amapá;3;"BENS DE CONSUMO (BC)";10577821
2009;Amazonas;1;"BENS DE CAPITAL (BK)";10564964
2009;Roraima;2;"BENS INTERMEDIÁRIOS (BI)";10275243
2009;Pernambuco;1;"BENS DE CAPITAL (BK)";10032404
2009;Piauí;3;"BENS DE CONSUMO (BC)";8898088
2009;"Santa Catarina";4;"COMBUSTÍVEIS E LUBRIFICANTES";8046950
2009;"Mato Grosso do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";6576800
2009;Maranhão;3;"BENS DE CONSUMO (BC)";6541672
2009;"Espírito Santo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";5748584
2009;Bahia;1;"BENS DE CAPITAL (BK)";5738928
2009;Pará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";5646498
2009;"Mato Grosso do Sul";1;"BENS DE CAPITAL (BK)";5448028
2009;"Espírito Santo";1;"BENS DE CAPITAL (BK)";4890410
2009;Bahia;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3488070
2009;Paraná;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3365921
2009;Ceará;1;"BENS DE CAPITAL (BK)";3012296
2009;Maranhão;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2242371
2009;"Rio Grande do Sul";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2004936
2009;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1822450
2009;Roraima;4;"COMBUSTÍVEIS E LUBRIFICANTES";1754175
2009;"Minas Gerais";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1586640
2009;Pará;4;"COMBUSTÍVEIS E LUBRIFICANTES";1586519
2009;Pernambuco;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1525483
2009;Pará;1;"BENS DE CAPITAL (BK)";1459889
2009;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";1457199
2009;Piauí;4;"COMBUSTÍVEIS E LUBRIFICANTES";1431003
2009;"Distrito Federal";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1057950
2009;Acre;3;"BENS DE CONSUMO (BC)";984311
2009;"Mato Grosso";1;"BENS DE CAPITAL (BK)";652227
2009;"Rio Grande do Norte";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";626489
2009;Roraima;3;"BENS DE CONSUMO (BC)";544282
2009;"Distrito Federal";1;"BENS DE CAPITAL (BK)";399844
2009;Alagoas;1;"BENS DE CAPITAL (BK)";310807
2009;Paraíba;1;"BENS DE CAPITAL (BK)";243503
2009;Goiás;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";231887
2009;Rondônia;4;"COMBUSTÍVEIS E LUBRIFICANTES";226887
